"Table 4 - Full list of first forenames given, Scotland, 2009",,,,
,,,,
Boys names,Number of babies,,Girls names,Number of babies
,,,RAPHAELLE,1
,,,RAUDIAT,1
,,,RAVNEET,1
,,,RAYA,1
,,,RAYAN,1
,,,RAYE,1
,,,RAYNA,2
,,,REAGAN,5
,,,REAMASS,1
,,,REANNA,2
,,,REBECCA,163
,,,REBEKA,1
,,,REBEKAH,16
,,,REEANNA,1
,,,REECE,1
,,,REEM,1
,,,REEMA,1
,,,REENA,1
,,,REESE,5
,,,REFAN,1
,,,REGAN,4
,,,REHMA,1
,,,REI,1
,,,REIGHAN,1
,,,REIGHGAN,1
,,,REILLY,2
,,,REMI,2
,,,REMI-LILA,1
,,,REMMY,1
,,,REMY,1
,,,RENEE,7
,,,RENESME,1
,,,RETAJ,1
,,,REVA,1
,,,REYA,1
,,,REYHANA,1
,,,REYNA,1
,,,RHANNA,1
,,,RHEA,11
,,,RHEA-MARIE,1
,,,RHEA-NICOLE,1
,,,RHEANNA,1
,,,RHIA,2
,,,RHIAHROY,1
,,,RHIAN,8
,,,RHIANA,1
,,,RHIANN,1
,,,RHIANNA,17
,,,RHIANNA-SOPHIE,1
,,,RHIANNAN,4
,,,RHIANNE,3
,,,RHIANNON,15
,,,RHICA,1
,,,RHONA,6
,,,RHONWEN,1
,,,RHYLEE,1
,,,RHYONA,1
,,,RIA,11
,,,RIANNA,2
,,,RICO,1
,,,RIDA,3
,,,RIDIMA,1
,,,RIHANIIN,1
,,,RIHANNA,10
,,,RIKKI-LEIGH,1
,,,RILEIGH,2
,,,RILEY,10
,,,RIMSHAH,1
,,,RIO,3
,,,RIONA,1
,,,RISHA,1
,,,RITA,2
,,,RITHIKA,1
,,,RIVER,2
,,,RIYA,1
,,,ROAG,1
,,,ROBERTA-JANE,1
,,,ROBIN,2
,,,ROBYN,60
,,,ROCHELLE,1
,,,ROCIO,1
,,,ROHA,1
,,,ROISIN,12
,,,ROJAN,1
,,,ROKSANA,3
,,,ROMA,5
,,,ROMANY,1
,,,ROMAY,1
,,,ROMEY,1
,,,ROMI,2
,,,ROMILLY,2
,,,ROMILY,1
,,,ROMY,4
,,,RONA,4
,,,RONI,2
,,,RONJA,1
,,,RONNIE,1
,,,ROOPRAJ,1
,,,RORI,1
,,,ROSA,15
,,,ROSABELLA,1
,,,ROSALEIGH,1
,,,ROSALIND,2
,,,ROSALYN,2
,,,ROSANAGH,1
,,,ROSANNA,2
,,,ROSE,39
,,,ROSEANNE,1
,,,ROSELINE,1
,,,ROSELYN,1
,,,ROSEMARIE,1
,,,ROSEMARIYA,1
,,,ROSEMARY,6
,,,ROSETTA,1
,,,ROSHANNE,1
,,,ROSHANY-ZAHRA,1
,,,ROSHNI,1
,,,ROSIE,71
,,,ROSIN,1
,,,ROSLYN,1
,,,ROSLYNN,1
,,,ROSSI,1
,,,ROSY,2
,,,ROWAN,47
,,,ROWEN,1
,,,ROXAE,1
,,,ROXANA,4
,,,ROXANN,1
,,,ROXANNE,14
,,,ROXIE,1
,,,ROXXI,2
,,,ROXY,9
,,,ROZA,1
,,,RUBBI,1
,,,RUBI,3
,,,RUBY,196
,,,RUBY-ANNE,1
,,,RUBY-EMIKO,1
,,,RUBY-LEE,1
,,,RUBY-MAE,1
,,,RUCHA,1
,,,RUDI,1
,,,RUHANI,1
,,,RUI,1
,,,RUI-KUAN,1
,,,RUMAISA,1
,,,RUMAITHAH,1
,,,RUMAYSA,1
,,,RUMESA,1
,,,RUQAIYYAH,1
,,,RUQAYA,1
,,,RUQIYYAH,1
,,,RUQQIYA,1
,,,RUTENDO,1
,,,RUTH,16
,,,RUVARASHE,1
,,,RYAH,1
,,,RYHA-DEE,1
,,,RYLEA,1
,,,RYLEE,4
,,,RYLEE-MAE,1
,,,RYLEIGH,1
,,,RYLEY,1
,,,RYLI,1
,,,RYLIE,1
,,,SAACHA,1
,,,SAACHI,1
,,,SAADIA,2
,,,SAARA,1
,,,SABEEN,1
,,,SABINA,2
,,,SABRIELLE,1
,,,SABRINA,4
,,,SACHA,2
,,,SADIA,2
,,,SADIE,17
,,,SAFA,9
,,,SAFAA,1
,,,SAFEENA,1
,,,SAFEIA,1
,,,SAFFA,1
,,,SAFFRON,2
,,,SAFIA,2
,,,SAFIYA,1
,,,SAFIYYAH,1
,,,SAGE,1
,,,SAHAR,1
,,,SAHARA,3
,,,SAHRA,2
,,,SAIMA,2
,,,SAIRA,3
,,,SAIRAH,2
,,,SAIRSHA,1
,,,SAIYON,1
,,,SAJAL,1
,,,SAKEENA,1
,,,SAKINA,2
,,,SAKITHYAA,1
,,,SAKURA,1
,,,SALIHAH,2
,,,SALLY,7
,,,SALMA,5
,,,SALOTE,1
,,,SALSABIL,1
,,,SALUME,1
,,,SAM,4
,,,SAMA,1
,,,SAMANTA,2
,,,SAMANTHA,40
,,,SAMANTHI,1
,,,SAMARA,2
,,,SAMARAH,1
,,,SAMEHA,1
,,,SAMI,1
,,,SAMIA,6
,,,SAMIHA,1
,,,SAMIRA,1
,,,SAMIYAH,1
,,,SAMMI,1
,,,SAMMIE,1
,,,SAMMY-LEE,1
,,,SAMRAH,1
,,,SAMSAM,1
,,,SANA,4
,,,SANAM,1
,,,SANDEE,1
,,,SANDI,3
,,,SANDIE,1
,,,SANDRA,5
,,,SANGO-ALEXA,1
,,,SANIA,1
,,,SANIYA,1
,,,SANIYAH,1
,,,SANNA,2
,,,SANVI,2
,,,SANYA,1
,,,SAOIRSE,5
,,,SAPPHIRE,2
,,,SARA,45
,,,SARA-EVE,1
,,,SARA-JANE,1
,,,SARAH,174
,,,SARAH-ANNE,1
,,,SARAH-JANE,2
,,,SARAH-LEE,1
,,,SARAH-LOU,1
,,,SARAH-LOUISE,1
,,,SARAHJANE,1
,,,SARAI,1
,,,SARAN,1
,,,SARANNA,1
,,,SARAYA,1
,,,SARIKA,1
,,,SARILA,1
,,,SARITA,1
,,,SARRA,1
,,,SARVEEN,1
,,,SASHA,23
,,,SASKIA,2
,,,SATINE,1
,,,SATNAM,1
,,,SAVAHANNA,1
,,,SAVANAH,1
,,,SAVANNA,2
,,,SAVANNA-LEIGH,1
,,,SAVANNAH,14
,,,SAVANNAH-LOUISE,1
,,,SAYOMI,1
,,,SCARLET,8
,,,SCARLETT,42
,,,SCARLLETT,1
,,,SCOUT,2
,,,SEFFI,1
,,,SEHER,2
,,,SEHRI,1
,,,SELENA,2
,,,SELENE,1
,,,SELINA,4
,,,SELMA,1
,,,SENDIJA,1
,,,SENO,1
,,,SEONA,3
,,,SEONAG,1
,,,SEONAID,1
,,,SERAFINA,1
,,,SERAH,1
,,,SERAPHINA,1
,,,SEREEN,2
,,,SEREENA,1
,,,SEREN,12
,,,SERENA,5
,,,SERIN,1
,,,SHADLEAH,1
,,,SHAE,2
,,,SHAELYNN,1
,,,SHAENAH,1
,,,SHAFA,1
,,,SHAHD,1
,,,SHAHED,1
,,,SHAHITYA,1
,,,SHAHRAIN,1
,,,SHAI,1
,,,SHAILA,2
,,,SHAILAH,1
,,,SHAIMAA,1
,,,SHAINA,1
,,,SHALEISE,1
,,,SHALINN,1
,,,SHALLON,1
,,,SHAN,1
,,,SHANA,3
,,,SHANAH-LEIGH,1
,,,SHANEAA,1
,,,SHANELLE,1
,,,SHANI,1
,,,SHANIA,4
,,,SHANIAH,1
,,,SHANIECE,1
,,,SHANII,1
,,,SHANIKA,1
,,,SHANISE,1
,,,SHANLEIGH,1
,,,SHANLY,1
,,,SHANNA,4
,,,SHANNAE,1
,,,SHANNON,35
,,,SHANTELLE,1
,,,SHANZAY,2
,,,SHARADA,1
,,,SHARAN,1
,,,SHARICE,1
,,,SHARLA,1
,,,SHARLEIGH,1
,,,SHARLEY,1
,,,SHARMAINE,1
,,,SHARMEEN,1
,,,SHARON,1
,,,SHATHA,1
,,,SHAUGANJIT,1
,,,SHAUNA,1
,,,SHAUNA-FAYE,1
,,,SHAUNALOUISE,1
,,,SHAUNI,1
,,,SHAUNNIE,1
,,,SHAVIN,1
,,,SHAWNAILEE,1
,,,SHAWNIE,1
,,,SHAWNY,1
,,,SHAYA,1
,,,SHAYE,1
,,,SHAYLA,1
,,,SHAYNA,1
,,,SHAYSTA,1
,,,SHAZIA,1
,,,SHEJUTI,1
,,,SHELAGH,1
,,,SHELBI,1
,,,SHELBY,8
,,,SHELBY-RHIANNE,1
,,,SHELLY,1
,,,SHENAI,1
,,,SHENISE,1
,,,SHEREE,1
,,,SHEREEN,1
,,,SHERIDAN,1
,,,SHERYL,1
,,,SHI,3
,,,SHIA,1
,,,SHILO,1
,,,SHILOH,1
,,,SHIRA,1
,,,SHIRLEEN,1
,,,SHIVIKA,1
,,,SHONA,7
,,,SHONA-MAE,1
,,,SHORRIE,1
,,,SHOUNA,1
,,,SHREEYAA,1
,,,SHREYA,1
,,,SHUNA,1
,,,SHYAMI,1
,,,SHYANN,1
,,,SHYE,1
,,,SHYLA,2
,,,SIA,1
,,,SIAN,8
,,,SIANA,2
,,,SIANNA,1
,,,SIARA,1
,,,SIDNEY,1
,,,SIDONIE,1
,,,SIDRAH,1
,,,SIENA,1
,,,SIENNA,52
,,,SILVIA,1
,,,SIMAR,1
,,,SIMARPREET,1
,,,SIMMAL,1
,,,SIMONA,1
,,,SIMONE,5
,,,SIMRAN,2
,,,SIMRANJOT,1
,,,SINEAD,13
,,,SINGHER,1
,,,SIOBHAN,3
,,,SIONA,1
,,,SIRA,1
,,,SIRI,2
,,,SIRIN,1
,,,SISLEY,1
,,,SKANDAJA,1
,,,SKARA,1
,,,SKY,9
,,,SKYE,152
,,,SKYE-MARIE,1
,,,SKYLA,2
,,,SKYLAH,1
,,,SKYLER,1
,,,SLOANE,1
,,,SNEHA,1
,,,SOFI,4
,,,SOFIA,51
,,,SOFIA-JOY-LINN,1
,,,SOFIE,3
,,,SOFJA,1
,,,SOHA,1
,,,SOMAYA,1
,,,SOMAYIA,1
,,,SOMER,2
,,,SOMMER,5
,,,SONIA,2
,,,SONJA,1
,,,SONNY,1
,,,SONYA,1
,,,SOPHEA,1
,,,SOPHEY,1
,,,SOPHIA,84
,,,SOPHIA-MAY,1
,,,SOPHIALEILA,1
,,,SOPHIE,678
,,,SOPHIE-ALESHA,1
,,,SOPHIE-DEE,1
,,,SOPHIE-LEAH,1
,,,SOPHIE-LEE,2
,,,SOPHIE-LEIGH,2
,,,SOPHIE-LI,1
,,,SOPHIE-LOUISE,2
,,,SOPHIE-MAE,1
,,,SOPHIE-MARIE,1
,,,SOPHIE-MAY,1
,,,SORCHA,5
,,,SORREL,1
,,,SOUMAYA,1
,,,STACEY,3
,,,STAR,1
,,,STARR,4
,,,STEEVI,1
,,,STEFANI,1
,,,STEFANIA,1
,,,STEFI,1
,,,STELLA,14
,,,STEPHANIE,14
,,,STEPHANNIE,1
,,,STEPHENIE,1
,,,STERLIN,1
,,,STEVI,2
,,,STEVIE,4
,,,STEVIE-GI,1
,,,SUADA,1
,,,SUBHIYA,1
,,,SUE,1
,,,SUFIYAH,1
,,,SUIREN,1
,,,SUKANA,1
,,,SUKHVEER,1
,,,SUKI,1
,,,SULA,2
,,,SUMAB,1
,,,SUMAIRA,1
,,,SUMAIYAH,1
,,,SUMAYA,1
,,,SUMEYYAH,1
,,,SUMMER,138
,,,SUMMER-LEIGH,1
,,,SUMMER-LOUISE,3
,,,SUNAYNA,1
,,,SUNEHA,1
,,,SUNMIN,1
,,,SUNNY,2
,,,SUPRECHHYA,1
,,,SURAYA,1
,,,SURI,1
,,,SURIAYA,1
,,,SUSAN,5
,,,SUSANNA,6
,,,SUSANNAH,1
,,,SUSIE,1
,,,SUZANNA,2
,,,SUZANNE,4
,,,SUZI,1
,,,SUZIE,2
,,,SUZY,2
,,,SYDNEY,4
,,,SYDNIE,1
,,,SYEDA,6
,,,SYLVIA,2
,,,SYLVIE,7
,,,SYLVIE-MAE,1
,,,SÌNE,1
,,,TAARA,1
,,,TABAI,1
,,,TABARAK,1
,,,TABITHA,9
,,,TADHGAN,1
,,,TADIWANASHE,1
,,,TAHLIA,3
,,,TAHMINA,1
,,,TAHSEEN,1
,,,TAIMA,1
,,,TAIVEN,1
,,,TAIWO,1
,,,TALA,1
,,,TALIA,8
,,,TALIA-ASHLEY,1
,,,TALIAH,1
,,,TALITHA,1
,,,TALIYAH,1
,,,TALLIE,1
,,,TALLULAH,1
,,,TALVIR,1
,,,TAMAR,2
,,,TAMARA,6
,,,TAMARA-LEIGH,1
,,,TAMARAH,1
,,,TAMI,1
,,,TAMIA,1
,,,TAMMI,1
,,,TAMMIE,1
,,,TAMMY,4
,,,TAMSIN,3
,,,TAMZIN,10
,,,TAMZYN,1
,,,TANAI,1
,,,TANISHA,1
,,,TANISHAA,1
,,,TANIT,1
,,,TANITH,2
,,,TANYA,3
,,,TANZIL,1
,,,TARA,10
,,,TARANPREET,1
,,,TARLIE,1
,,,TASMIN,1
,,,TASNEM,1
,,,TASNIM,2
,,,TATIANA,2
,,,TATJANA,1
,,,TAWNIA,1
,,,TAWNY,1
,,,TAY,1
,,,TAYA,2
,,,TAYLA,5
,,,TAYLA-JAI,1
,,,TAYLAH,1
,,,TAYLAN,1
,,,TAYLAR,1
,,,TAYLER,6
,,,TAYLOR,87
,,,TAYLOR-JAY,1
,,,TAYLOR-LEIGH,2
,,,TAYLOR-MAREE,1
,,,TAYLOR-MARGARET,1
,,,TAYLORANN,1
,,,TAYTE,1
,,,TEAGAN,19
,,,TEAGEN,1
,,,TEAH,1
,,,TEARA,1
,,,TECEE,1
,,,TEEA,1
,,,TEEGAN,16
,,,TEGAN,32
,,,TEGAN-LAN,1
,,,TEGAN-MARIE,1
,,,TEHREEM,1
,,,TEHYA,1
,,,TEIGAN,22
,,,TEIGAN-LILY,1
,,,TEIGHAN,9
,,,TEIRAH-LEIGH,1
,,,TEMILOLA,1
,,,TEMITOPE,1
,,,TENEISHA,1
,,,TENZIN,1
,,,TEONI,1
,,,TERI,2
,,,TERI-LOUISE,1
,,,TERILEE,1
,,,TERRI,5
,,,TERRI-LEE,1
,,,TERRI-LEIGH,1
,,,TESS,9
,,,TESSA,6
,,,TEYANNA,1
,,,TEYLA,1
,,,TEYMA,1
,,,THAI,1
,,,THALIA,1
,,,THAMANNA,1
,,,THANDIWE,1
,,,THEA,10
,,,THEIA,1
,,,THERESA,1
,,,THERUNI,1
,,,THIKRA,1
,,,THUBELIHLE,1
,,,THURAYAH,1
,,,TIA,34
,,,TIA-ROSE,2
,,,TIAA,1
,,,TIAH,3
,,,TIALA,1
,,,TIAMII,1
,,,TIAMMI,1
,,,TIAN,1
,,,TIANA,7
,,,TIANNA,4
,,,TIANNAH,1
,,,TIANYI,1
,,,TIARRA,1
,,,TIEGAN,13
,,,TIEGHAN,1
,,,TIFFANY,3
,,,TIFFANY-ANNE,1
,,,TIJA,1
,,,TILDA,1
,,,TILLIE,1
,,,TILLY,19
,,,TILLY-ROSE,1
,,,TINA,5
,,,TIOLUWANI,1
,,,TIONNA,1
,,,TIRAJ,1
,,,TITA,1
,,,TITILAYO,1
,,,TOLA,1
,,,TONI,4
,,,TONI-LEE,1
,,,TONI-LOUISE,1
,,,TONI-MARIE,2
,,,TONII,1
,,,TONISHA,1
,,,TORI,8
,,,TORI-LEIGH,1
,,,TORUNN,1
,,,TOULEEN,1
,,,TRACEY,1
,,,TRACI,1
,,,TRACY,3
,,,TRINITY,2
,,,TRISHA,2
,,,TRISTA,1
,,,TRIXIE,1
,,,TRUDI,1
,,,TSNEEM,1
,,,TULISA,1
,,,TULUN,1
,,,TWISILE,1
,,,TWYLA,1
,,,TYLA,2
,,,TYLAR,1
,,,TYLER,11
,,,TYNE,1
,,,TYRA,2
,,,TYREE,1
,,,UEMUVANGA,1
,,,UFUOMA,1
,,,ULA,2
,,,ULVIK,1
,,,UMMUL,1
,,,UNA,1
,,,URBAN,1
,,,URSULA,2
,,,URSZULA,1
,,,URWAH,1
,,,USHNA,1
,,,VAILA,2
,,,VAISHANA,1
,,,VALENCIA,1
,,,VALENTINA,4
,,,VALERIA,1
,,,VALERIJA,1
,,,VANESA,1
,,,VANESSA,10
,,,VANILLA,1
,,,VEDA,1
,,,VERITY,6
,,,VERITY-ANNE,1
,,,VERONICA,5
,,,VERONICA-LOURDES,1
,,,VERONIKA,2
,,,VESTA,2
,,,VIBHA,1
,,,VICKA,1
,,,VICKY,1
,,,VICTORIA,30
,,,VIERA,1
,,,VIKTORIA,6
,,,VIKTORIJA,1
,,,VILTE,1
,,,VINCENZA,1
,,,VIOLET,16
,,,VIRIKA,1
,,,VIVIAN,1
,,,VIVIANA,1
,,,VIVIEN,1
,,,VIVIENNE,2
,,,VOE,1
,,,VYTAUTE,1
,,,WAFA,1
,,,WAFEEQA,1
,,,WAJEEHA,1
,,,WANDA,1
,,,WANIA,1
,,,WAREESHA,1
,,,WAYNA,1
,,,WEA-SEPHINA,1
,,,WEGAN,1
,,,WEI,1
,,,WEN,1
,,,WENDY,1
,,,WENJIA,1
,,,WERONIKA,9
,,,WIKTORIA,15
,,,WILAMYNA,1
,,,WILHELMINA,1
,,,WILLOW,21
,,,WINNIE,1
,,,WINONA,1
,,,WREN,1
,,,WYNNE,1
,,,XAVREAH,1
,,,XENIA,1
,,,XIAO,1
,,,XIN,4
,,,XINDI,1
,,,XIOMARA,1
,,,XSANA-LEE,1
,,,YA,1
,,,YACOUT,1
,,,YAN,1
,,,YANA,2
,,,YANAN,1
,,,YANTI,1
,,,YAQEEN,1
,,,YARA,2
,,,YARAN,1
,,,YAREN,1
,,,YASEMIN,1
,,,YASHILA,1
,,,YASHVI,1
,,,YASMIN,12
,,,YASMINA,1
,,,YASMINE,5
,,,YAZMIN,3
,,,YAZMINE,2
,,,YEVA,1
,,,YEVAH,1
,,,YI,1
,,,YIJIA,1
,,,YING,1
,,,YINGGE,1
,,,YIQING,1
,,,YIXIN,1
,,,YOELLA,1
,,,YOLANDA,1
,,,YOUSRA,1
,,,YOYO,1
,,,YU,5
,,,YUCHEN,1
,,,YUE,1
,,,YUEYANG,1
,,,YUKE,1
,,,YURAN,1
,,,YUSHRA,1
,,,YUSRA,3
,,,YVIE,15
,,,YVONNE,3
,,,ZAARA,1
,,,ZAHRA,8
,,,ZAHRAA,3
,,,ZAHRAH,1
,,,ZAIN,1
,,,ZAINA,3
,,,ZAINAB,15
,,,ZAINAIB,1
,,,ZAINEB,1
,,,ZAKIYYA,1
,,,ZANA,1
,,,ZANZARA,1
,,,ZARA,105
,,,ZARAAH,1
,,,ZARAH,3
,,,ZARIA,1
,,,ZARRAH,1
,,,ZARYN,1
,,,ZAYNAB,4
,,,ZEAH,1
,,,ZEENAT,2
,,,ZEHNA,1
,,,ZELMA,1
,,,ZENIYAH,1
,,,ZENNOR,1
,,,ZEYNEP,1
,,,ZHEN,2
,,,ZIA,5
,,,ZIARA,1
,,,ZIENAB,1
,,,ZIHAN,1
,,,ZINA,1
,,,ZIXUAN,1
,,,ZIYA,1
,,,ZIZA,1
,,,ZOE,151
,,,ZOE-LEIGH,1
,,,ZOEY,6
,,,ZOFIA,13
,,,ZOHA,3
,,,ZOHAH,1
,,,ZOHRA,1
,,,ZOIE,1
,,,ZOLA,1
,,,ZORA,1
,,,ZOUINA,1
,,,ZOYA,5
,,,ZULAIKHA,2
,,,ZULEKHA,1
,,,ZUNAIRA,2
,,,ZUNAIRAH,1
,,,ZUNAYRAH,1
,,,ZUZANNA,26
