Name,YearsAppearing,PropFemale,CountsFemale,PropMale,CountsMale
Add,17,0,0,1,102
Adda,71,1,918,0,0
Addah,1,1,5,0,0
Addai,2,0,0,1,16
Addalee,5,1,49,0,0
Addaleigh,1,1,8,0,0
Addaley,1,1,7,0,0
Addalie,5,1,35,0,0
Addalina,1,1,5,0,0
Addaline,6,1,38,0,0
Addalyn,11,1,547,0,0
Addalyne,1,1,10,0,0
Addalynn,8,1,264,0,0
Addalynne,1,1,13,0,0
Addam,42,0,0,1,702
Addan,3,0,0,1,21
Addasyn,7,1,64,0,0
Addelin,3,1,17,0,0
Addelina,1,1,5,0,0
Addeline,13,1,149,0,0
Addell,3,1,16,0,0
Addelyn,11,1,597,0,0
Addelyne,1,1,5,0,0
Addelynn,6,1,154,0,0
Addelynne,2,1,11,0,0
Adden,7,0,0,1,74
Adderly,2,0,0,1,11
Addeson,2,1,10,0,0
Addesyn,3,1,18,0,0
Addey,2,1,11,0,0
Addi,21,1,249,0,0
Addia,1,1,6,0,0
Addicus,1,0,0,1,5
Addicyn,3,1,16,0,0
Addie,132,1,42646,0.53030303030303,718
Addiel,5,0,0,1,42
Addielynn,1,1,5,0,0
Addiemae,1,1,5,0,0
Addieson,1,1,5,0,0
Addilee,5,1,44,0,0
Addileigh,2,1,10,0,0
Addilyn,11,1,1190,0,0
Addilyne,2,1,11,0,0
Addilynn,8,1,439,0,0
Addilynne,2,1,10,0,0
Addine,3,1,22,0,0
Addington,1,1,5,0,0
Addis,53,0.39622641509434,134,0.905660377358491,336
Addisan,2,1,16,0,0
Addisen,17,1,848,0.0588235294117647,6
Addisin,2,1,11,0,0
Addison,132,0.227272727272727,74554,1,11874
Addisson,6,1,72,0,0
Addiston,1,1,5,0,0
Addisun,1,1,6,0,0
Addisyn,17,1,4477,0,0
Addisynn,6,1,77,0,0
Addle,1,1,5,0,0
Addlee,1,1,5,0,0
Addley,4,1,27,0,0
Addonis,1,0,0,1,5
Addriana,1,1,5,0,0
Addrianna,3,1,15,0,0
Addrienne,2,1,15,0,0
Addy,38,1,865,0.0789473684210526,16
Addylan,1,1,5,0,0
Addylin,2,1,10,0,0
Addylyn,1,1,5,0,0
Addysan,6,1,40,0,0
Addysen,13,1,717,0,0
Addysin,6,1,68,0,0
Addysn,1,1,6,0,0
Addyson,22,1,9542,0.227272727272727,33
Addysun,2,1,13,0,0
Addysyn,6,1,67,0,0
Ade,31,0.032258064516129,5,1,225
Adea,11,1,66,0,0
Adean,17,0.882352941176471,93,0.117647058823529,13
Adeana,26,1,187,0,0
Adeanna,1,1,5,0,0
Adebayo,15,0,0,1,104
Adebisi,2,1,10,0,0
Adebola,7,0.714285714285714,29,0.285714285714286,10
Adebowale,3,0,0,1,19
Adedamola,11,0,0,1,67
Adedayo,4,0,0,1,21
Adedeji,8,0,0,1,43
Adedotun,1,0,0,1,5
Adedoyin,2,1,12,0,0
Adee,1,1,6,0,0
Adeeb,21,0,0,1,180
Adeeba,2,1,11,0,0
Adeel,29,0,0,1,264
Adeem,1,0,0,1,5
Adeen,1,0,0,1,5
Adeena,28,1,249,0,0
Adein,4,0,0,1,23
Adeja,11,1,123,0,0
Adejah,6,1,30,0,0
Adekemi,1,1,5,0,0
Adekunle,9,0,0,1,61
Adel,111,0.954954954954955,1195,0.423423423423423,998
Adela,132,1,11237,0,0
Adelade,3,1,27,0,0
Adelae,6,1,75,0,0
Adelai,8,1,89,0,0
Adelaid,1,1,5,0,0
Adelaida,114,1,2425,0,0
Adelaide,132,1,19468,0,0
Adelaido,37,0,0,1,221
Adelaine,25,1,213,0,0
Adelane,1,1,5,0,0
Adelard,42,0,0,1,488
Adelay,1,1,8,0,0
Adelayda,2,1,14,0,0
Adelayde,4,1,22,0,0
Adelayne,1,1,6,0,0
Adelbert,112,0,0,1,2374
Adele,132,1,36986,0.0151515151515152,11
Adelean,1,1,5,0,0
Adelee,5,1,31,0,0
Adelei,5,1,43,0,0
Adeleigh,4,1,43,0,0
Adeleine,11,1,123,0,0
Adeleke,1,0,0,1,5
Adelena,14,1,127,0,0
Adelene,76,1,986,0,0
Adelfa,42,1,345,0,0
Adelfina,1,1,6,0,0
Adelfo,11,0,0,1,63
Adelheid,7,1,48,0,0
Adeli,7,1,38,0,0
Adelia,132,1,4535,0,0
Adelicia,6,1,35,0,0
Adelie,9,1,198,0,0
Adelin,14,1,206,0,0
Adelina,128,1,7592,0,0
Adeline,132,1,40485,0.0227272727272727,15
Adelino,8,0,0,1,53
Adelis,7,1,39,0,0
Adelisa,12,1,126,0,0
Adelise,4,1,29,0,0
Adelita,83,1,1575,0,0
Adeliz,8,1,54,0,0
Adell,125,0.984,6088,0.584,1049
Adella,132,1,4975,0,0
Adelle,126,1,4574,0,0
Adellia,1,1,5,0,0
Adellyn,3,1,20,0,0
Adelma,17,1,113,0,0
Adelmira,5,1,26,0,0
Adelmo,2,0,0,1,13
Adelore,1,0,0,1,5
Adelphia,2,1,11,0,0
Adely,10,1,67,0,0
Adelyn,66,1,5106,0,0
Adelyna,4,1,25,0,0
Adelyne,29,1,380,0,0
Adelynn,20,1,2206,0,0
Adelynne,10,1,203,0,0
Adelys,1,1,5,0,0
Adem,36,0,0,1,645
Ademide,1,0,0,1,9
Ademir,3,0,0,1,18
Ademola,17,0,0,1,105
Aden,101,0.227722772277228,441,1,13482
Adena,91,1,1601,0,0
Adene,7,1,44,0,0
Adenike,29,1,215,0,0
Adeniyi,4,0,0,1,20
Adenn,1,0,0,1,6
Adeola,32,1,288,0.09375,19
Adeolu,1,0,0,1,5
Adeoluwa,4,0,0,1,23
Adeon,1,0,0,1,6
Ader,33,1,233,0,0
Adera,1,1,5,0,0
Aderinsola,1,1,5,0,0
Adero,1,1,5,0,0
Aderonke,4,1,23,0,0
Aderyn,5,1,29,0,0
Adesh,3,0,0,1,18
Adesha,1,1,5,0,0
Adesina,1,1,5,0,0
Adesola,3,1,16,0,0
Adessa,24,1,260,0,0
Adesuwa,13,1,83,0,0
Adetayo,2,0,0,1,12
Adetokunbo,14,0.0714285714285714,5,1,84
Adetola,1,0,0,1,5
Adeva,1,1,5,0,0
Adewale,19,0,0,1,124
Adeyemi,16,0,0,1,96
Adeyinka,2,0.5,5,0.5,5
Adger,13,0,0,1,92
Adgie,2,0.5,7,0.5,5
Adham,28,0,0,1,544
Adharsh,3,0,0,1,16
Adhav,2,0,0,1,14
Adheesh,1,0,0,1,5
Adhem,1,0,0,1,5
Adhemar,5,0,0,1,36
Adhira,3,1,20,0,0
Adhithi,2,1,10,0,0
Adhithya,1,0,0,1,6
Adhitya,2,0,0,1,12
Adhley,1,1,7,0,0
Adhrit,3,0,0,1,56
Adhrith,1,0,0,1,5
Adhvaith,2,0,0,1,10
Adhvik,3,0,0,1,22
Adhya,9,1,105,0,0
Adi,35,0.971428571428571,584,0.8,401
Adia,42,1,2364,0,0
Adiah,13,1,108,0,0
Adiam,2,1,13,0,0
Adian,20,0,0,1,800
Adiana,19,1,233,0,0
Adianez,8,1,50,0,0
Adianna,15,1,159,0,0
Adib,23,0,0,1,170
Adiba,9,1,72,0,0
Adidas,3,0,0,1,16
Adie,24,0.875,133,0.125,16
Adiel,30,0.333333333333333,60,1,896
Adiella,5,1,27,0,0
Adielle,1,1,5,0,0
Adien,9,0,0,1,252
Adijah,1,1,6,0,0
Adika,2,0,0,1,13
Adil,37,0,0,1,989
Adila,2,1,13,0,0
Adilah,3,1,24,0,0
Adilee,6,1,82,0,0
Adilen,6,1,40,0,0
Adilene,25,1,4107,0.04,7
Adileni,7,1,39,0,0
Adilenne,17,1,110,0,0
Adileny,4,1,27,0,0
Adilia,4,1,20,0,0
Adilson,8,0,0,1,44
Adilyn,11,1,644,0,0
Adilyne,3,1,22,0,0
Adilynn,10,1,524,0,0
Adilynne,5,1,44,0,0
Adin,59,0.135593220338983,81,1,2212
Adina,100,1,5382,0,0
Adinah,6,1,35,0,0
Adine,38,1,275,0,0
Adir,15,0,0,1,103
Adira,18,1,256,0,0
Adis,20,0.1,12,0.95,192
Adisa,21,0.571428571428571,83,0.523809523809524,64
Adisen,10,1,156,0,0
Adison,27,0.777777777777778,2599,1,589
Adisson,7,1,74,0.142857142857143,5
Adisyn,14,1,763,0,0
Adisynn,4,1,41,0,0
Adisynne,5,1,44,0,0
Adit,17,0,0,1,208
Adith,10,0,0,1,66
Adithi,12,1,236,0,0
Adithya,16,0,0,1,404
Aditi,34,1,2212,0,0
Aditri,7,1,59,0,0
Aditya,33,0.0303030303030303,5,1,3587
Adiv,3,0,0,1,15
Adiva,11,1,83,0,0
Adiya,10,1,90,0,0
Adiyah,5,1,29,0,0
Adja,12,1,124,0,0
Adji,1,1,5,0,0
Adjoa,13,1,82,0,0
Adjua,1,1,5,0,0
Adlai,42,0.142857142857143,35,1,416
Adlan,1,0,0,1,5
Adlar,1,0,0,1,5
Adlean,20,1,137,0,0
Adlee,13,1,170,0,0
Adleigh,9,1,248,0,0
Adlemi,3,1,16,0,0
Adlen,2,1,11,0,0
Adlena,8,1,47,0,0
Adlene,29,1,177,0,0
Adler,24,0.291666666666667,75,1,946
Adley,31,0.387096774193548,383,1,246
Adlia,2,0,0,1,11
Adlie,1,1,5,0,0
Adlih,4,1,20,0,0
Adlin,6,1,31,0,0
Adlina,1,1,5,0,0
Adline,80,1,1177,0,0
Adly,1,1,6,0,0
Adlyn,11,1,71,0,0
Adlynn,3,1,20,0,0
Adma,4,0,0,1,23
Admir,18,0,0,1,166
Admiral,30,0,0,1,256
Admire,4,1,29,0,0
Adna,24,1,299,0.0833333333333333,12
Adnaan,4,0,0,1,25
Adnan,41,0,0,1,1707
Adnel,1,0,0,1,5
Adner,2,0,0,1,12
Adniel,1,0,0,1,5
Adnrea,1,1,5,0,0
Adnrew,6,0,0,1,39
Ado,4,0,0,1,26
Adolf,86,0,0,1,1394
Adolfo,117,0.0170940170940171,10,1,14572
Adoline,2,1,11,0,0
Adolph,132,0.0227272727272727,20,1,18689
Adolpha,1,1,5,0,0
Adolphe,28,0,0,1,295
Adolphine,3,1,18,0,0
Adolpho,38,0,0,1,227
Adolphus,127,0,0,1,4070
Adom,19,0,0,1,116
Adomas,1,0,0,1,6
Adon,31,0,0,1,506
Adona,5,1,28,0,0
Adonai,18,0.611111111111111,113,1,347
Adonay,20,0,0,1,229
Adoncia,1,1,5,0,0
Adones,1,0,0,1,5
Adoni,8,0,0,1,56
Adonia,36,1,278,0,0
Adoniah,2,0.5,7,1,10
Adonias,6,0,0,1,68
Adonica,47,1,381,0,0
Adonijah,19,0.263157894736842,26,1,242
Adoniram,4,0,0,1,21
Adonis,68,0.161764705882353,71,1,5802
Adoniz,1,0,0,1,5
Adonna,64,1,611,0,0
Adonnis,29,0,0,1,301
Adontae,1,0,0,1,7
Adonte,21,0,0,1,172
Adonus,11,0,0,1,70
Adony,2,0,0,1,11
Adonya,2,1,14,0,0
Adonys,16,0,0,1,126
Adora,78,1,1393,0,0
Adorabella,2,1,14,0,0
Adorah,2,1,10,0,0
Adore,7,1,53,0.142857142857143,5
Adoree,5,1,27,0,0
Adoria,13,1,84,0,0
Adorian,7,0,0,1,46
Adorion,1,0,0,1,6
Adorn,1,1,5,0,0
Adra,76,1,565,0,0
Adrain,101,0.455445544554455,569,1,4030
Adraine,29,0.96551724137931,222,0.0344827586206897,5
Adrainne,2,1,13,0,0
Adran,7,0,0,1,36
Adraya,1,1,6,0,0
Adre,1,0,0,1,6
Adrea,54,1,699,0,0
Adream,6,1,33,0,0
Adrean,51,0.843137254901961,404,0.745098039215686,647
Adreana,37,1,862,0,0
Adreann,1,1,7,0,0
Adreanna,33,1,1400,0,0
Adreanne,17,1,109,0,0
Adreauna,1,1,5,0,0
Adree,4,1,21,0,0
Adreena,11,1,82,0,0
Adreian,3,0,0,1,15
Adrein,7,0,0,1,43
Adreina,2,1,11,0,0
Adreinne,3,1,15,0,0
Adrell,1,0,0,1,5
Adren,42,0,0,1,322
Adrena,53,1,482,0,0
Adrene,8,1,46,0,0
Adreon,5,0,0,1,29
Adreona,15,1,106,0,0
Adreonna,18,1,171,0,0
Adrew,6,0,0,1,31
Adreyan,11,0,0,1,90
Adreyona,1,1,5,0,0
Adri,13,1,109,0.153846153846154,14
Adria,99,1,5592,0.0101010101010101,7
Adriaan,7,0,0,1,48
Adriah,6,1,41,0,0
Adriahna,10,1,63,0,0
Adrial,2,0,0,1,15
Adrialis,1,1,8,0,0
Adrialys,1,1,16,0,0
Adriam,1,0,0,1,5
Adrian,132,0.765151515151515,14507,1,191495
Adriana,104,1,77066,0.317307692307692,386
Adrianah,15,1,184,0,0
Adriane,73,1,6004,0.424657534246575,268
Adrianjames,2,0,0,1,11
Adriann,60,1,889,0.133333333333333,76
Adrianna,95,1,37272,0.0315789473684211,18
Adriannah,17,1,232,0,0
Adrianne,92,1,12656,0.0543478260869565,26
Adrianno,1,0,0,1,8
Adrianny,1,1,5,0,0
Adriano,53,0,0,1,1581
Adrianpaul,1,0,0,1,7
Adriauna,19,1,211,0,0
Adriaunna,8,1,48,0,0
Adric,26,0,0,1,264
Adrick,14,0,0,1,104
Adrie,15,1,149,0,0
Adriean,3,0,0,1,18
Adrieana,18,1,121,0,0
Adrieanna,26,1,357,0,0
Adrieanne,3,1,16,0,0
Adriel,54,0.648148148148148,520,1,5477
Adriela,1,1,5,0,0
Adriell,4,0,0,1,31
Adriella,4,1,32,0,0
Adrielle,28,1,468,0,0
Adrien,106,0.594339622641509,1295,0.990566037735849,6402
Adriena,21,1,135,0,0
Adriene,67,1,2315,0.134328358208955,61
Adrienn,5,1,27,0.2,7
Adrienna,49,1,744,0,0
Adrienne,125,1,64664,0.312,365
Adriennie,1,1,5,0,0
Adrieonna,1,1,5,0,0
Adrihana,1,1,5,0,0
Adrihanna,3,1,22,0,0
Adrija,1,1,5,0,0
Adrijana,4,1,29,0,0
Adrik,15,0,0,1,264
Adrin,42,0.0476190476190476,12,0.952380952380952,307
Adrina,54,1,1161,0,0
Adrine,12,0.916666666666667,64,0.0833333333333333,5
Adrinna,5,1,28,0,0
Adrinne,10,1,66,0,0
Adrion,48,0,0,1,608
Adriona,21,1,273,0,0
Adrionna,23,1,736,0,0
Adris,1,0,0,1,5
Adrita,2,1,13,0,0
Adriunna,1,1,5,0,0
Adrius,2,0,0,1,11
Adriyan,2,0,0,1,14
Adriyana,12,1,126,0,0
Adriyanna,11,1,153,0,0
Adriyel,1,0,0,1,5
Adron,96,0,0,1,1076
Adry,1,1,5,0,0
Adryan,27,0.666666666666667,138,0.888888888888889,728
Adryana,20,1,417,0,0
Adryanah,1,1,5,0,0
Adryann,1,1,5,0,0
Adryanna,21,1,509,0,0
Adryauna,1,1,5,0,0
Adryel,5,0,0,1,28
Adryen,8,0,0,1,58
Adryn,2,0,0,1,15
Adryon,3,0,0,1,15
Adryonna,1,1,5,0,0
Adulfo,1,0,0,1,5
Adut,3,1,15,0,0
Advait,12,0,0,1,219
Advaita,1,1,5,0,0
Advaith,11,0,0,1,256
Advay,9,0,0,1,153
Advik,8,0,0,1,168
Advika,10,1,163,0,0
Advit,1,0,0,1,8
Advita,2,1,10,0,0
Advith,1,0,0,1,7
Adwin,5,0,0,1,32
Adwita,4,1,26,0,0
Adwoa,22,1,152,0,0
Ady,12,1,96,0,0
Adya,12,1,135,0,0
Adyan,9,0,0,1,137
Adyanna,2,1,11,0,0
Adyant,2,0,0,1,10
Adyen,5,0,0,1,34
Adylene,19,1,192,0,0
Adylenne,1,1,5,0,0
Adylin,4,1,30,0,0
Adyline,3,1,35,0,0
Adylinn,1,1,5,0,0
Adylyn,1,1,6,0,0
Adyn,13,0.846153846153846,91,0.923076923076923,869
Adynn,5,0.4,12,1,34
Adysan,1,1,7,0,0
Adysen,13,1,548,0,0
Adysin,3,1,25,0,0
Adyson,18,1,2947,0.222222222222222,28
Adysson,7,1,63,0,0
Adysyn,4,1,25,0,0
Aedan,22,0.318181818181818,43,1,2374
Aeddon,4,0,0,1,26
Aeden,14,0,0,1,690
Aedin,12,0,0,1,138
Aedon,10,0,0,1,104
Aedric,1,0,0,1,6
Aedyn,11,0.363636363636364,41,1,342
Aeiden,2,0,0,1,10
Aeisha,25,1,264,0,0
Aeja,8,1,48,0,0
Aela,6,1,58,0,0
Aelan,1,1,6,0,0
Aeleen,3,1,15,0,0
Aelicia,1,1,6,0,0
Aelisa,1,1,5,0,0
Aelish,1,1,5,0,0
Aelita,1,1,6,0,0
Aella,2,1,16,0,0
Aelred,5,0,0,1,28
Aelyn,9,1,73,0,0
Aemilia,6,1,49,0,0
Aemon,2,0,0,1,11
Aeneas,17,0,0,1,294
Aengus,10,0,0,1,71
Aeon,10,0.7,49,0.6,38
Aeona,1,1,7,0,0
Aeowyn,3,1,17,0,0
Aerabella,6,1,63,0,0
Aeralyn,5,1,33,0,0
Aeralynn,4,1,21,0,0
Aerial,31,1,1691,0.032258064516129,6
Aerian,1,0,0,1,5
Aeriana,18,1,311,0,0
Aerianna,17,1,272,0,0
Aeric,13,0,0,1,79
Aerica,14,1,87,0,0
Aerick,9,0,0,1,49
Aericka,1,1,5,0,0
Aerie,4,1,26,0,0
Aeriel,30,1,711,0,0
Aeriell,4,1,31,0,0
Aerielle,19,1,171,0,0
Aeries,2,1,10,0,0
Aerik,8,0,0,1,52
Aerika,12,1,80,0,0
Aerilyn,3,1,57,0,0
Aerilynn,3,1,27,0,0
Aerin,33,1,610,0.0606060606060606,11
Aerion,13,0.307692307692308,24,0.769230769230769,67
Aeriona,5,1,38,0,0
Aerionna,9,1,91,0,0
Aeris,14,1,737,0,0
Aerith,7,1,107,0,0
Aero,6,0,0,1,51
Aeron,37,0.297297297297297,60,0.945945945945946,454
Aerowyn,2,1,11,0,0
Aeryal,4,1,24,0,0
Aeryana,2,1,12,0,0
Aeryanna,3,1,18,0,0
Aeryk,7,0,0,1,53
Aeryn,18,1,670,0.111111111111111,14
Aeryona,1,1,5,0,0
Aesa,2,1,10,0,0
Aesha,35,1,587,0,0
Aeshia,1,1,7,0,0
Aeson,8,0,0,1,124
Aesop,1,0,0,1,6
Aethan,4,0,0,1,28
Aetna,1,1,5,0,0
Aeva,11,1,271,0,0
Aevah,1,1,11,0,0
Aevin,1,0,0,1,5
Aeyla,1,1,5,0,0
Afaf,3,1,17,0,0
Afeef,2,0,0,1,11
Afeni,4,1,21,0,0
Aferdita,1,1,6,0,0
Affaan,1,0,0,1,5
Affan,12,0,0,1,119
Affie,11,1,60,0,0
Affinity,1,1,5,0,0
Afi,6,1,52,0,0
Afia,33,1,336,0,0
Afif,2,0,0,1,10
Afifa,7,1,46,0,0
Afifah,2,1,10,0,0
Afina,1,1,5,0,0
Afiya,30,1,216,0,0
Afnan,22,1,267,0.409090909090909,60
Afolabi,4,0,0,1,20
Afomia,4,1,30,0,0
Afonso,1,0,0,1,5
Afra,15,1,112,0,0
Afrah,15,1,137,0,0
Afraz,3,0,0,1,17
Afred,1,0,0,1,6
Afreen,17,1,139,0,0
Africa,43,1,905,0,0
Africia,1,1,5,0,0
Afrika,27,1,239,0,0
Afrim,2,0,0,1,10
Afrin,2,1,11,0,0
Afrodita,2,1,16,0,0
Afsa,2,1,12,0,0
Afsana,11,1,82,0,0
Afsaneh,3,1,17,0,0
Afshan,7,1,41,0,0
Afsheen,9,0.666666666666667,42,0.333333333333333,15
Afshin,9,0,0,1,51
Aftab,3,0,0,1,20
Aftan,9,1,109,0,0
Aften,11,1,102,0,0
Aftin,7,1,61,0,0
Afton,101,0.97029702970297,4135,0.574257425742574,658
Aftyn,13,1,136,0,0
Afua,25,1,187,0,0
Afzal,2,0,0,1,14
Agam,8,0.875,63,1,70
Agamjot,2,0,0,1,12
Agape,8,0.875,41,0.25,10
Agapita,34,1,304,0,0
Agapito,92,0,0,1,1501
Agassi,1,0,0,1,6
Agasthya,2,0,0,1,11
Agastya,7,0,0,1,161
Agata,33,1,257,0,0
Agatha,132,1,8153,0,0
Agathe,1,1,6,0,0
Agda,8,1,52,0,0
Agee,7,0,0,1,38
Agel,1,0,0,1,5
Agela,1,1,6,0,0
Ageliki,2,1,11,0,0
Agena,1,1,15,0,0
Agent,1,0,0,1,5
Aggeliki,1,1,5,0,0
Aggie,99,1,1430,0.0505050505050505,30
Agha,2,0,0,1,11
Agigail,4,1,21,0,0
Agila,2,1,11,0,0
Agim,5,0,0,1,27
Aginah,1,1,6,0,0
Aglae,1,1,7,0,0
Aglaia,1,1,6,0,0
Agneda,1,1,5,0,0
Agnella,2,1,13,0,0
Agnes,132,1,156685,0.348484848484849,466
Agnesa,1,1,5,0,0
Agnese,3,1,16,0,0
Agness,55,1,742,0,0
Agneta,1,1,5,0,0
Agnew,6,0,0,1,35
Agnieszka,22,1,215,0,0
Agnita,5,1,30,0,0
Agnus,2,1,10,0,0
Agostina,2,1,17,0,0
Agostino,64,0,0,1,497
Agrima,2,1,13,0,0
Agripina,24,1,183,0,0
Agripino,1,0,0,1,6
Agron,19,0,0,1,133
Agueda,34,1,227,0,0
Agusta,36,1,251,0.0555555555555556,11
Agustin,109,0.036697247706422,21,1,13194
Agustina,99,1,1436,0,0
Agustine,57,0,0,1,476
Agustus,43,0,0,1,346
Ah,14,0.285714285714286,21,0.785714285714286,74
Ahaan,6,0,0,1,81
Ahaana,2,1,12,0,0
Ahad,23,0,0,1,330
Ahadu,2,0,0,1,10
Ahalya,1,1,6,0,0
Ahamad,6,0,0,1,35
Ahamed,9,0,0,1,63
Ahan,7,0,0,1,92
Ahana,10,1,228,0,0
Ahanu,1,0,0,1,6
Aharon,46,0,0,1,1505
Ahava,12,1,133,0,0
Ahbleza,1,0,0,1,6
Ahian,1,0,0,1,6
Ahijah,10,0,0,1,67
Ahilyn,7,1,65,0,0
Ahir,1,0,0,1,5
Ahisha,2,1,16,0,0
Ahja,14,1,95,0,0
Ahjah,7,1,43,0,0
Ahjahnae,1,1,5,0,0
Ahjanae,15,1,136,0,0
Ahjanay,3,1,17,0,0
Ahkeel,1,0,0,1,6
Ahkeelah,1,1,6,0,0
Ahkeem,22,0,0,1,259
Ahkil,1,0,0,1,5
Ahlaam,1,1,12,0,0
Ahlai,1,1,5,0,0
Ahlam,34,1,524,0,0
Ahlana,10,1,113,0,0
Ahlani,6,1,53,0,0
Ahlanna,4,1,25,0,0
Ahlaya,6,1,53,0,0
Ahlayah,5,1,36,0,0
Ahlayla,2,1,11,0,0
Ahlayna,1,1,6,0,0
Ahlaysia,1,1,5,0,0
Ahlea,4,1,25,0,0
Ahleah,10,1,63,0,0
Ahleena,3,1,16,0,0
Ahleeyah,1,1,5,0,0
Ahlena,1,1,5,0,0
Ahlexis,4,1,24,0,0
Ahlexus,2,1,13,0,0
Ahley,7,1,53,0,0
Ahlia,15,1,110,0,0
Ahliana,2,1,11,0,0
Ahlias,2,0,0,1,12
Ahlijah,5,0,0,1,41
Ahlina,4,1,25,0,0
Ahlivia,6,1,48,0,0
Ahliya,10,1,59,0,0
Ahliyah,17,1,161,0,0
Ahlona,1,1,5,0,0
Ahlyana,1,1,5,0,0
Ahlyssa,6,1,37,0,0
Ahlyvia,1,1,5,0,0
Ahmaad,27,0,0,1,314
Ahmad,59,0.0508474576271186,18,1,14051
Ahmadou,9,0,0,1,64
Ahmaj,2,0,0,1,10
Ahman,17,0,0,1,202
Ahmand,3,0,0,1,15
Ahmani,19,1,287,0.368421052631579,46
Ahmar,14,0,0,1,114
Ahmara,1,1,7,0,0
Ahmare,1,0,0,1,11
Ahmari,17,0.941176470588235,247,0.941176470588235,492
Ahmaria,5,1,33,0,0
Ahmarie,1,1,5,0,0
Ahmarion,6,0,0,1,52
Ahmarria,1,1,5,0,0
Ahmaud,15,0,0,1,153
Ahmauri,2,0,0,1,10
Ahmaya,12,1,124,0,0
Ahmed,69,0,0,1,10498
Ahmeer,2,0,0,1,14
Ahmeir,1,0,0,1,6
Ahmer,7,0,0,1,43
Ahmere,11,0,0,1,87
Ahmet,29,0,0,1,367
Ahmi,4,0.25,5,1,24
Ahmia,11,1,72,0,0
Ahmiah,1,1,5,0,0
Ahmid,1,0,0,1,7
Ahmier,2,0,0,1,13
Ahmik,2,0,0,1,12
Ahmir,21,0,0,1,1041
Ahmira,5,1,40,0,0
Ahmiracle,1,1,8,0,0
Ahmirah,2,1,13,0,0
Ahmire,1,0,0,1,7
Ahmiya,9,1,100,0,0
Ahmiyah,9,1,105,0,0
Ahmod,17,0,0,1,150
Ahmon,16,0,0,1,156
Ahmond,4,0,0,1,20
Ahmoni,5,1,31,0,0
Ahmonie,1,1,5,0,0
Ahmya,14,1,390,0,0
Ahmyah,7,1,53,0,0
Ahmyiah,1,1,5,0,0
Ahna,38,1,718,0,0
Ahnaf,12,0,0,1,140
Ahnalee,1,1,6,0,0
Ahnaleigh,1,1,5,0,0
Ahnaya,2,1,16,0,0
Ahnesti,6,1,37,0,0
Ahnesty,5,1,32,0,0
Ahni,7,1,45,0,0
Ahnia,4,1,28,0,0
Ahniah,1,1,7,0,0
Ahnika,15,1,177,0,0
Ahnisty,1,1,6,0,0
Ahniya,14,1,256,0,0
Ahniyah,13,1,186,0,0
Ahnjayla,1,1,7,0,0
Ahnna,22,1,160,0,0
Ahnya,12,1,127,0,0
Ahnyah,7,1,50,0,0
Ahnyia,1,1,5,0,0
Ahnyla,4,1,27,0,0
Ahnylah,1,1,5,0,0
Ahona,1,1,5,0,0
Ahonesti,2,1,12,0,0
Ahonesty,3,1,21,0,0
Ahreanna,1,1,5,0,0
Ahren,42,0,0,1,755
Ahria,3,1,16,0,0
Ahriana,11,1,137,0,0
Ahrianna,11,1,124,0,0
Ahriel,2,1,14,0,0
Ahriya,1,1,8,0,0
Ahriyah,2,1,17,0,0
Ahron,40,0,0,1,635
Ahrya,2,1,13,0,0
Ahsaki,6,1,34,0,0
Ahsan,28,0,0,1,400
Ahsen,1,0,0,1,6
Ahsha,5,1,35,0,0
Ahshanti,1,1,5,0,0
Ahsia,2,1,12,0,0
Ahsir,1,0,0,1,5
Ahslee,5,1,31,0,0
Ahsley,31,1,1190,0,0
Ahti,2,0,0,1,13
Ahtyana,1,1,5,0,0
Ahtziri,16,1,894,0,0
Ahtziry,15,1,257,0,0
Ahuva,38,1,814,0,0
Ahva,2,1,12,0,0
Ahvianna,1,1,5,0,0
Ahyan,6,0,0,1,58
Ahyana,10,1,67,0,0
Ahyanna,7,1,48,0,0
Ahylin,1,1,5,0,0
Ahyonna,1,1,5,0,0
Ahzaria,3,1,19,0,0
Ahzariah,1,1,9,0,0
Ahzhane,1,1,5,0,0
Ahzir,1,0,0,1,6
Ahziyah,2,1,11,0,0
Ai,33,1,327,0.0606060606060606,11
Aia,1,1,5,0,0
Aiah,3,1,18,0,0
Aiana,13,1,117,0,0
Aianna,8,1,48,0,0
Aibhilin,2,1,11,0,0
Aibhlinn,5,1,31,0,0
Aicha,23,1,541,0,0
Aichatou,2,1,11,0,0
Aicia,6,1,47,0,0
Aida,127,1,11291,0.0078740157480315,5
Aidah,6,1,44,0,0
Aidaliz,2,1,14,0,0
Aidaly,8,1,53,0,0
Aidalyn,1,1,6,0,0
Aidan,55,0.618181818181818,2468,1,93930
Aidanjames,1,0,0,1,6
Aidanjohn,1,0,0,1,5
Aidann,2,0,0,1,10
Aiddan,3,0,0,1,17
Aidden,9,0,0,1,190
Aide,59,1,1767,0,0
Aidean,3,0,0,1,18
Aided,1,1,7,0,0
Aidee,43,1,639,0,0
Aideen,11,1,71,0.181818181818182,21
Aidel,19,1,171,0,0
Aidelis,1,1,12,0,0
Aideliz,4,1,114,0,0
Aidelyn,2,1,11,0,0
Aiden,33,0.636363636363636,1492,1,116000
Aidenjames,4,0,0,1,42
Aidenjoseph,1,0,0,1,5
Aidenmatthew,1,0,0,1,5
