Name,Year,F,M
Lucinda,2012,36,0
Lucine,2011,3,0
Lucio,2001,0,4
Lucio,2002,0,3
Lucio,2004,0,6
Lucio,2006,0,4
Lucio,2007,0,6
Lucio,2008,0,6
Lucio,2009,0,5
Lucio,2010,0,5
Lucio,2011,0,8
Lucio,2012,0,8
Lucion,2010,0,3
Lucious,2007,0,3
Lucious,2010,0,4
Lucis,2012,0,1
Lucius,1997,0,3
Lucius,2001,0,7
Lucius,2002,0,9
Lucius,2003,0,7
Lucius,2004,0,6
Lucius,2005,0,19
Lucius,2006,0,18
Lucius,2007,0,12
Lucius,2008,0,12
Lucius,2009,0,19
Lucius,2010,0,18
Lucius,2011,0,19
Lucius,2012,0,27
Lucja,2006,5,0
Lucja,2008,5,0
Lucja,2009,7,0
Lucja,2010,14,0
Lucja,2011,13,0
Lucja,2012,18,0
Lucjan,2010,0,4
Lucky,1996,5,0
Lucky,1997,4,0
Lucky,1998,3,0
Lucky,1999,4,0
Lucky,2000,5,0
Lucky,2001,0,4
Lucky,2002,0,3
Lucky,2006,0,4
Lucky,2007,0,3
Lucky,2008,0,3
Lucky,2011,0,3
Lucretia,1996,4,0
Lucretia,1997,3,0
Lucretia,2004,5,0
Lucretia,2007,3,0
Lucrezia,1998,3,0
Lucrezia,2001,3,0
Lucrezia,2002,3,0
Lucrezia,2006,3,0
Lucrezia,2008,3,0
Lucrezia,2012,1,0
Lucuas,2011,0,1
Lucus,1996,0,4
Lucus,1997,0,3
Lucus,1998,0,8
Lucus,2000,0,4
Lucus,2001,0,8
Lucus,2002,0,8
Lucus,2003,0,5
Lucus,2004,0,3
Lucus,2005,0,5
Lucus,2006,0,8
Lucus,2007,0,8
Lucus,2008,0,17
Lucus,2009,0,28
Lucus,2010,0,23
Lucus,2011,0,15
Lucus,2012,0,17
Lucy,1996,3753,0
Lucy,1997,4301,0
Lucy,1998,4628,0
Lucy,1999,4125,0
Lucy,2000,4362,0
Lucy,2001,4118,0
Lucy,2002,3930,0
Lucy,2003,4188,0
Lucy,2004,4066,0
Lucy,2005,3690,0
Lucy,2006,3699,0
Lucy,2007,3380,0
Lucy,2008,3074,0
Lucy,2009,3204,0
Lucy,2010,3102,0
Lucy,2011,2852,0
Lucy,2012,2498,0
Lucy-,2001,4,0
Lucy-,2004,4,0
Lucy-ann,1996,8,0
Lucy-ann,1997,7,0
Lucy-ann,1998,7,0
Lucy-ann,1999,8,0
Lucy-ann,2000,4,0
Lucy-ann,2001,5,0
Lucy-ann,2002,5,0
Lucy-ann,2003,6,0
Lucy-ann,2004,7,0
Lucy-ann,2006,3,0
Lucy-ann,2007,9,0
Lucy-ann,2008,8,0
Lucy-ann,2009,7,0
Lucy-ann,2010,5,0
Lucy-ann,2011,3,0
Lucy-ann,2012,6,0
Lucy-anna,1996,5,0
Lucy-anna,1997,3,0
Lucy-anna,2010,3,0
Lucy-anne,1996,11,0
Lucy-anne,1997,9,0
Lucy-anne,1998,8,0
Lucy-anne,1999,8,0
Lucy-anne,2000,3,0
Lucy-anne,2001,6,0
Lucy-anne,2002,5,0
Lucy-anne,2003,5,0
Lucy-anne,2004,6,0
Lucy-anne,2006,6,0
Lucy-anne,2008,4,0
Lucy-anne,2009,6,0
Lucy-anne,2010,1,0
Lucy-anne,2012,8,0
Lucy-beth,2011,1,0
Lucy-ellen,1996,3,0
Lucy-jane,1996,4,0
Lucy-jane,1998,4,0
Lucy-jane,1999,3,0
Lucy-jane,2000,5,0
Lucy-jane,2003,3,0
Lucy-jane,2004,5,0
Lucy-jane,2005,4,0
Lucy-jane,2009,4,0
Lucy-jane,2010,6,0
Lucy-jane,2011,4,0
Lucy-jane,2012,1,0
Lucy-jayne,1996,5,0
Lucy-jayne,1997,3,0
Lucy-jayne,1998,4,0
Lucy-jayne,2000,3,0
Lucy-jayne,2004,3,0
Lucy-jo,2003,5,0
Lucy-jo,2004,6,0
Lucy-jo,2005,17,0
Lucy-jo,2006,6,0
Lucy-jo,2007,7,0
Lucy-jo,2008,17,0
Lucy-jo,2009,14,0
Lucy-jo,2010,8,0
Lucy-jo,2011,6,0
Lucy-jo,2012,4,0
Lucy-jordan,2009,1,0
Lucy-lee,2009,1,0
Lucy-leigh,2007,3,0
Lucy-lou,2007,5,0
Lucy-lou,2010,4,0
Lucy-lou,2011,4,0
Lucy-lou,2012,3,0
Lucy-louise,2009,3,0
Lucy-louise,2010,1,0
Lucy-louise,2011,3,0
Lucy-louise,2012,1,0
Lucy-mae,1997,4,0
Lucy-mae,1998,3,0
Lucy-mae,2000,4,0
Lucy-mae,2001,5,0
Lucy-mae,2002,6,0
Lucy-mae,2003,3,0
Lucy-mae,2004,9,0
Lucy-mae,2005,7,0
Lucy-mae,2006,5,0
Lucy-mae,2008,7,0
Lucy-mae,2009,7,0
Lucy-mae,2010,10,0
Lucy-mae,2011,5,0
Lucy-mae,2012,7,0
Lucy-mai,2001,3,0
Lucy-mai,2004,3,0
Lucy-mai,2005,5,0
Lucy-mai,2006,4,0
Lucy-mai,2008,4,0
Lucy-mai,2009,1,0
Lucy-mai,2010,3,0
Lucy-mai,2011,3,0
Lucy-mai,2012,4,0
Lucy-marie,1998,3,0
Lucy-marie,2000,3,0
Lucy-marie,2001,4,0
Lucy-marie,2003,4,0
Lucy-marie,2005,3,0
Lucy-marie,2010,3,0
Lucy-may,1996,3,0
Lucy-may,1997,4,0
Lucy-may,1999,7,0
Lucy-may,2001,4,0
Lucy-may,2002,5,0
Lucy-may,2003,9,0
Lucy-may,2004,4,0
Lucy-may,2005,9,0
Lucy-may,2006,13,0
Lucy-may,2007,6,0
Lucy-may,2008,8,0
Lucy-may,2009,11,0
Lucy-may,2010,6,0
Lucy-may,2011,7,0
Lucy-may,2012,14,0
Lucy-rose,2002,3,0
Lucy-rose,2004,3,0
Lucy-rose,2005,3,0
Lucy-rose,2009,6,0
Lucy-rose,2010,5,0
Lucy-rose,2011,3,0
Lucy-rose,2012,5,0
Lucyana,2009,1,0
Lucyann,1998,3,0
Lucyann,2000,3,0
Lucyann,2012,3,0
Lucyanne,1997,3,0
Lucyanne,1998,4,0
Lucymay,2011,1,0
Ludo,2001,0,5
Ludo,2003,0,3
Ludo,2006,0,5
Ludo,2008,0,4
Ludo,2010,0,6
Ludo,2011,0,7
Ludo,2012,0,7
Ludovic,1996,0,3
Ludovic,1997,0,5
Ludovic,1998,0,8
Ludovic,1999,0,6
Ludovic,2000,0,3
Ludovic,2001,0,10
Ludovic,2002,0,6
Ludovic,2003,0,7
Ludovic,2004,0,10
Ludovic,2005,0,9
Ludovic,2006,0,6
Ludovic,2007,0,11
Ludovic,2008,0,4
Ludovic,2009,0,7
Ludovic,2010,0,9
Ludovic,2011,0,8
Ludovic,2012,0,5
Ludovica,2010,4,0
Ludovico,2001,0,5
Ludovico,2002,0,3
Ludovico,2003,0,4
Ludovico,2004,0,3
Ludovico,2005,0,4
Ludovico,2008,0,5
Ludovico,2010,0,4
Ludovico,2011,0,3
Ludovico,2012,0,3
Ludwig,2009,0,3
Ludwig,2012,0,5
Ludwik,2010,0,1
Ludwik,2012,0,4
Luella,1998,3,0
Luella,1999,3,0
Luella,2000,5,0
Luella,2001,5,0
Luella,2002,9,0
Luella,2003,8,0
Luella,2004,9,0
Luella,2005,11,0
Luella,2006,20,0
Luella,2007,11,0
Luella,2008,26,0
Luella,2009,25,0
Luella,2010,25,0
Luella,2011,30,0
Luella,2012,23,0
Luen,2012,0,3
Luey,2002,0,3
Luey,2003,0,5
Luey,2004,0,4
Luey,2005,0,3
Luey,2006,0,3
Luey,2007,0,3
Luey,2008,0,3
Luey,2011,0,5
Luey,2012,0,5
Lugano,2010,0,1
Lughaidh,2004,0,3
Lughan,2010,0,3
Lui,1996,0,4
Lui,1997,0,7
Lui,1998,0,5
Lui,2000,0,5
Lui,2001,0,5
Lui,2002,0,13
Lui,2003,0,9
Lui,2004,0,7
Lui,2005,0,7
Lui,2006,0,8
Lui,2007,0,16
Lui,2008,0,8
Lui,2009,0,13
Lui,2010,0,7
Lui,2011,0,10
Lui,2012,0,7
Luicie,2010,1,0
Luie,2006,0,4
Luie,2008,0,4
Luie,2009,0,3
Luie,2010,0,4
Luie,2011,0,3
Luie,2012,0,4
Luigi,1996,0,9
Luigi,1997,0,5
Luigi,1998,0,8
Luigi,2000,0,9
Luigi,2001,0,8
Luigi,2002,0,16
Luigi,2003,0,12
Luigi,2004,0,13
Luigi,2005,0,10
Luigi,2006,0,9
Luigi,2007,0,10
Luigi,2008,0,6
Luigi,2009,0,14
Luigi,2010,0,11
Luigi,2011,0,11
Luigi,2012,0,8
Luis,1996,0,71
Luis,1997,0,100
Luis,1998,0,105
Luis,1999,0,96
Luis,2000,0,131
Luis,2001,0,142
Luis,2002,0,165
Luis,2003,0,144
Luis,2004,0,183
Luis,2005,0,256
Luis,2006,0,207
Luis,2007,0,158
Luis,2008,0,120
Luis,2009,0,115
Luis,2010,0,112
Luis,2011,0,135
Luis,2012,0,125
Luisa,1996,39,0
Luisa,1997,34,0
Luisa,1998,35,0
Luisa,1999,31,0
Luisa,2000,27,0
Luisa,2001,42,0
Luisa,2002,23,0
Luisa,2003,36,0
Luisa,2004,42,0
Luisa,2005,34,0
Luisa,2006,31,0
Luisa,2007,31,0
Luisa,2008,39,0
Luisa,2009,40,0
Luisa,2010,39,0
Luisa,2011,40,0
Luisa,2012,39,0
Luise,1996,3,0
Luise,1997,3,0
Luise,2010,3,0
Luiz,2000,0,3
Luiz,2002,0,3
Luiz,2005,0,5
Luiz,2006,0,5
Luiz,2007,0,4
Luiz,2008,0,3
Luiz,2011,0,4
Luiz,2012,0,5
Luiza,1996,3,0
Luiza,2000,3,0
Luiza,2001,4,0
Luiza,2002,3,0
Luiza,2003,10,0
Luiza,2004,5,0
Luiza,2005,4,0
Luiza,2006,8,0
Luiza,2007,10,0
Luiza,2008,11,0
Luiza,2009,17,0
Luiza,2010,25,0
Luiza,2011,18,0
Luiza,2012,18,0
Luize,2011,5,0
Lujain,2001,4,0
Lujain,2003,3,0
Lujain,2004,3,0
Lujain,2005,6,0
Lujain,2007,9,0
Lujain,2008,4,0
Lujain,2009,12,0
Lujain,2010,20,0
Lujain,2011,15,0
Lujain,2012,14,0
Lujaine,2008,4,0
Lujane,2005,3,0
Lujane,2008,3,0
Lujayn,2006,4,0
Lujayn,2009,4,0
Lujayn,2010,3,0
Lujayn,2011,4,0
Lujayn,2012,3,0
Luka,1996,5,15
Luka,1997,4,14
Luka,1998,8,21
Luka,1999,0,26
Luka,2000,11,31
Luka,2001,4,49
Luka,2002,8,44
Luka,2003,7,68
Luka,2004,4,92
Luka,2005,7,106
Luka,2006,9,123
Luka,2007,8,116
Luka,2008,9,122
Luka,2009,15,117
Luka,2010,15,115
Luka,2011,22,138
Luka,2012,14,145
Lukah,2006,0,3
Lukah,2007,0,4
Lukah,2011,0,1
Lukas,1996,0,35
Lukas,1997,0,67
Lukas,1998,0,52
Lukas,1999,0,54
Lukas,2000,0,60
Lukas,2001,0,66
Lukas,2002,0,83
Lukas,2003,0,79
Lukas,2004,0,95
Lukas,2005,0,112
Lukas,2006,0,146
Lukas,2007,0,198
Lukas,2008,0,208
Lukas,2009,0,265
Lukas,2010,0,277
Lukas,2011,0,282
Lukas,2012,0,342
Lukash,2010,0,3
Lukasz,1997,0,3
Lukasz,2002,0,3
Lukasz,2003,0,3
Lukasz,2004,0,3
Lukasz,2005,0,6
Lukasz,2006,0,6
Lukasz,2007,0,19
Lukasz,2008,0,39
Lukasz,2009,0,32
Lukasz,2010,0,39
Lukasz,2011,0,30
Lukasz,2012,0,42
Luke,1996,0,5664
Luke,1997,0,5252
Luke,1998,0,5032
Luke,1999,0,5108
Luke,2000,0,4989
Luke,2001,0,4759
Luke,2002,0,4481
Luke,2003,0,4090
Luke,2004,0,3792
Luke,2005,0,3924
Luke,2006,0,3640
Luke,2007,0,3264
Luke,2008,0,2722
Luke,2009,0,2489
Luke,2010,0,2386
Luke,2011,0,2114
Luke,2012,0,1832
Luke-james,2012,0,3
Luken,2006,0,3
Lukenzo,2011,0,1
Lukis,2010,0,1
Lukisha,2012,1,0
Lukmaan,2002,0,4
Lukmaan,2010,0,3
Lukman,1996,0,3
Lukman,1997,0,3
Lukman,1998,0,4
Lukman,1999,0,3
Lukman,2000,0,5
Lukman,2002,0,4
Lukman,2003,0,3
Lukman,2005,0,5
Lukman,2006,0,3
Lukman,2008,0,5
Lukman,2009,0,3
Lukman,2010,0,7
Lukne,2009,6,0
Lukne,2010,3,0
Lukne,2011,4,0
Lukne,2012,3,0
Lukrecija,2008,4,0
Lukrecija,2010,3,0
Lukrecija,2012,3,0
Lukshya,2011,1,0
Lukus,2001,0,3
Lukus,2006,0,3
Lukus,2007,0,5
Lukus,2009,0,5
Lukus,2010,0,4
Lukus,2012,0,3
Lul,1998,3,0
Lul,2008,3,0
Lula,1997,4,0
Lula,1998,3,0
Lula,2000,3,0
Lula,2001,4,0
Lula,2002,10,0
Lula,2003,10,0
Lula,2004,12,0
Lula,2005,12,0
Lula,2006,26,0
Lula,2007,18,0
Lula,2008,26,0
Lula,2009,15,0
Lula,2010,22,0
Lula,2011,33,0
Lula,2012,21,0
Lula-belle,2011,3,0
Lulabelle,2011,4,0
Lulah,2009,3,0
Lulah,2012,5,0
Luleya,2011,1,0
Lulia,2003,3,0
Lulia,2006,3,0
Lulia,2007,3,0
Lulia,2010,4,0
Lulu,1996,5,0
Lulu,1997,9,0
Lulu,1998,8,0
Lulu,1999,5,0
Lulu,2000,8,0
Lulu,2001,22,0
Lulu,2002,23,0
Lulu,2003,27,0
Lulu,2004,33,0
Lulu,2005,37,0
Lulu,2006,25,0
Lulu,2007,31,0
Lulu,2008,39,0
Lulu,2009,51,0
Lulu,2010,44,0
Lulu,2011,44,0
Lulu,2012,49,0
Lulwah,2009,1,0
Lulya,2010,6,0
Lulyana,2009,3,0
Lumi,2012,4,0
Luna,1996,5,0
Luna,1998,7,0
Luna,1999,11,0
Luna,2000,12,0
Luna,2001,9,0
Luna,2002,16,0
Luna,2003,18,0
Luna,2004,18,0
Luna,2005,24,0
Luna,2006,50,0
Luna,2007,48,0
Luna,2008,65,0
Luna,2009,70,0
Luna,2010,79,0
Luna,2011,129,0
Luna,2012,151,0
Luna-rae,2011,4,0
Luna-rose,2012,3,0
Lunasha,2010,1,0
Lundon,2009,0,1
Lundy,2009,1,0
Luned,1997,3,0
Luned,1999,3,0
Luned,2001,3,0
Luned,2004,3,0
Luned,2007,3,0
Luned,2012,4,0
Lunna,2008,3,0
Luntha,2011,1,0
Luo,2008,3,0
Luo,2009,1,0
Luo,2011,1,0
Luodi,2011,1,0
Lupita,2009,1,0
Luqa,2009,0,3
Luqmaan,1996,0,8
Luqmaan,1997,0,4
Luqmaan,1998,0,5
Luqmaan,1999,0,8
Luqmaan,2000,0,12
Luqmaan,2001,0,10
Luqmaan,2002,0,14
Luqmaan,2003,0,12
Luqmaan,2004,0,17
Luqmaan,2005,0,11
Luqmaan,2006,0,10
Luqmaan,2007,0,7
Luqmaan,2008,0,16
Luqmaan,2009,0,8
Luqmaan,2010,0,9
Luqmaan,2011,0,13
Luqmaan,2012,0,13
Luqman,1996,0,9
Luqman,1997,0,17
Luqman,1998,0,18
Luqman,1999,0,18
Luqman,2000,0,22
Luqman,2001,0,24
Luqman,2002,0,31
Luqman,2003,0,26
Luqman,2004,0,29
Luqman,2005,0,33
Luqman,2006,0,34
Luqman,2007,0,32
Luqman,2008,0,34
Luqman,2009,0,38
Luqman,2010,0,39
Luqman,2011,0,44
Luqman,2012,0,40
Luret,2012,1,0
Lusia,2005,3,0
Lusia,2010,4,0
Lusiya,2012,1,0
Lutanda,2009,0,1
Lutfi,1999,0,3
Lutfiya,2004,3,0
Lutfiyah,2009,3,0
Luthais,2009,0,1
Luthando,2010,0,3
Luther,1996,0,5
Luther,1997,0,9
Luther,1998,0,3
Luther,1999,0,4
Luther,2000,0,8
Luther,2001,0,8
Luther,2002,0,5
Luther,2003,0,7
Luther,2004,0,9
Luther,2005,0,10
Luther,2006,0,5
Luther,2007,0,8
Luther,2009,0,6
Luther,2010,0,9
Luther,2011,0,7
Luther,2012,0,14
Luuk,2007,0,3
Luuk,2012,0,3
Luukas,2009,0,1
Luul,1998,4,0
Luv,2011,0,3
Luwam,1997,3,0
Luwen,2010,0,1
Lux,2007,3,0
Lux,2011,5,0
Lux,2012,7,0
Luxmi,2002,3,0
Luyanda,2005,3,0
Luyanda,2006,0,3
Luyanda,2007,0,4
Luyanda,2008,0,3
Luz,2007,3,0
Luz,2008,3,0
Luz,2010,1,0
Luz,2012,3,0
Lwandle,2007,3,0
Lwandle,2009,0,1
Lwsi,2007,3,0
Lwsi,2008,3,0
Lwsi,2011,3,0
Lya,2011,5,0
Lya,2012,6,0
Lyah,2007,3,0
Lyal,2009,0,1
Lyal,2012,0,1
Lyall,1996,0,6
Lyall,1997,0,4
Lyall,1998,0,5
Lyall,1999,0,6
Lyall,2000,0,5
Lyall,2001,0,7
Lyall,2003,0,6
Lyall,2004,0,7
Lyall,2005,0,4
Lyall,2007,0,7
Lyall,2008,0,4
Lyall,2009,0,7
Lyall,2010,0,13
Lyall,2011,0,10
Lyall,2012,0,13
Lyam,1996,0,3
Lyam,1997,0,6
Lyam,1998,0,5
Lyam,1999,0,5
Lyam,2000,0,5
Lyam,2001,0,9
Lyam,2002,0,5
Lyam,2003,0,5
Lyam,2004,0,3
Lyam,2005,0,4
Lyam,2007,0,3
Lyam,2010,0,8
Lyam,2011,0,3
Lyam,2012,0,1
Lyanna,2008,3,0
Lyarra,2012,1,0
Lyba,1998,4,0
Lyba,1999,4,0
Lyba,2000,5,0
Lyba,2002,15,0
Lyba,2003,13,0
Lyba,2004,20,0
Lyba,2005,18,0
Lyba,2006,14,0
Lyba,2007,29,0
Lyba,2008,14,0
Lyba,2009,7,0
Lyba,2010,10,0
Lyba,2011,4,0
Lybah,1999,4,0
Lybah,2002,7,0
Lybah,2003,7,0
Lybah,2004,11,0
Lybah,2005,17,0
Lybah,2006,22,0
Lybah,2007,11,0
Lybah,2008,21,0
Lybah,2009,11,0
Lybah,2011,6,0
Lybah,2012,6,0
Lycan,2011,0,3
Lycia,2008,4,0
Lydia,1996,1009,0
Lydia,1997,1080,0
Lydia,1998,1112,0
Lydia,1999,1108,0
Lydia,2000,935,0
Lydia,2001,879,0
Lydia,2002,707,0
Lydia,2003,772,0
Lydia,2004,794,0
Lydia,2005,663,0
Lydia,2006,669,0
Lydia,2007,685,0
Lydia,2008,694,0
Lydia,2009,666,0
Lydia,2010,580,0
Lydia,2011,621,0
Lydia,2012,636,0
Lydia-grace,2011,4,0
Lydia-grace,2012,3,0
Lydia-mae,2006,3,0
Lydia-mae,2008,3,0
Lydia-mae,2009,4,0
Lydia-mae,2012,9,0
Lydia-may,2008,5,0
Lydia-may,2011,3,0
Lydia-may,2012,3,0
Lydia-rose,2000,4,0
Lydia-rose,2010,5,0
Lydia-rose,2012,7,0
Lydie,1999,3,0
Lydie,2007,3,0
Lydie,2008,3,0
Lydie,2009,3,0
Lydon,1997,0,5
Lydon,2002,0,6
Lydon,2003,0,3
Lydon,2004,0,6
Lydon,2006,0,6
Lydon,2007,0,3
Lydon,2010,0,1
Lydon,2011,0,3
Lyes,2003,0,3
Lyev,2011,0,1
Lyila-eve,2012,1,0
Lykeisha,2009,1,0
Lyla,1996,3,0
Lyla,1999,4,0
Lyla,2001,5,0
Lyla,2002,4,0
Lyla,2003,14,0
Lyla,2004,12,0
Lyla,2005,139,0
Lyla,2006,188,0
Lyla,2007,230,0
Lyla,2008,240,0
Lyla,2009,308,0
Lyla,2010,345,0
Lyla,2011,371,0
Lyla,2012,460,0
Lyla-grace,2007,5,0
Lyla-grace,2009,4,0
Lyla-grace,2010,5,0
Lyla-grace,2011,3,0
Lyla-grace,2012,10,0
Lyla-mae,2007,3,0
Lyla-mae,2008,3,0
Lyla-mae,2010,4,0
Lyla-mae,2011,5,0
Lyla-mae,2012,6,0
Lyla-mai,2011,4,0
Lyla-may,2008,4,0
Lyla-may,2010,7,0
Lyla-may,2011,5,0
Lyla-may,2012,3,0
Lyla-rae,2012,3,0
Lyla-rose,2005,3,0
Lyla-rose,2006,3,0
Lyla-rose,2007,3,0
Lyla-rose,2008,3,0
Lyla-rose,2009,8,0
Lyla-rose,2010,11,0
Lyla-rose,2011,18,0
Lyla-rose,2012,18,0
Lylafaye,2011,1,0
Lylah,2002,3,0
Lylah,2005,3,0
Lylah,2006,3,0
Lylah,2007,4,0
Lylah,2008,17,0
Lylah,2009,18,0
Lylah,2010,32,0
Lylah,2011,32,0
Lylah,2012,35,0
Lyle,1996,0,23
Lyle,1997,0,17
Lyle,1998,0,23
Lyle,1999,0,10
Lyle,2000,0,9
Lyle,2001,0,11
Lyle,2002,0,16
Lyle,2003,0,6
Lyle,2004,0,10
Lyle,2005,0,5
Lyle,2006,0,7
Lyle,2007,0,11
Lyle,2008,0,11
Lyle,2009,1,35
Lyle,2010,0,58
Lyle,2011,0,71
Lyle,2012,0,80
Lyli-rose,2012,1,0
Lylia,2008,4,0
Lylia,2009,5,0
Lylia-eve,2009,1,0
Lylie,2009,5,0
Lylie,2012,3,0
Lyll,2010,0,1
Lylli-jean,2011,1,0
Lyllie,2011,1,0
Lylya,2011,1,0
Lyn,2000,3,0
Lyn,2005,3,0
Lyn,2006,4,0
Lyn,2008,4,0
Lyna,2002,3,0
Lyna,2003,3,0
Lyna,2004,4,0
Lyna,2005,4,0
Lyna,2006,3,0
Lyna,2007,3,0
Lyna,2008,7,0
Lyna,2009,5,0
Lyna,2010,5,0
Lyncoln,2007,0,3
Lyncoln,2008,0,3
Lyncon,2007,0,3
Lynda,1996,4,0
Lynda,1997,9,0
Lynda,1998,9,0
Lynda,1999,5,0
Lynda,2000,7,0
Lynda,2001,3,0
Lynda,2003,4,0
Lynda,2007,3,0
Lynda,2008,3,0
Lynda,2010,7,0
Lyndan,1999,0,3
Lynden,1996,0,3
Lynden,1998,0,7
Lynden,1999,0,14
Lynden,2000,0,20
Lynden,2001,0,12
Lynden,2002,0,5
Lynden,2003,0,18
Lynden,2004,0,7
Lynden,2005,0,13
Lynden,2006,0,16
Lynden,2007,0,8
Lynden,2008,0,9
Lynden,2009,0,13
Lynden,2010,0,21
Lynden,2011,0,12
Lynden,2012,0,5
Lyndin,2009,1,0
Lyndon,1996,0,37
Lyndon,1997,0,36
Lyndon,1998,0,43
Lyndon,1999,0,37
Lyndon,2000,0,36
Lyndon,2001,0,30
Lyndon,2002,0,15
Lyndon,2003,0,22
Lyndon,2004,0,20
Lyndon,2005,0,25
Lyndon,2006,0,20
Lyndon,2007,0,40
Lyndon,2008,0,31
Lyndon,2009,0,42
Lyndon,2010,0,36
Lyndon,2011,0,48
Lyndon,2012,0,41
Lyndon-jac,2011,0,1
Lyndsay,1996,12,0
Lyndsay,1997,12,0
Lyndsay,1998,3,0
Lyndsay,1999,5,0
Lyndsay,2001,4,0
Lyndsay,2004,3,0
Lyndsay,2006,3,0
Lyndsay,2008,4,0
Lyndsay,2009,1,0
Lyndsey,1996,50,0
Lyndsey,1997,46,0
Lyndsey,1998,23,0
Lyndsey,1999,21,0
Lyndsey,2000,22,0
Lyndsey,2001,11,0
Lyndsey,2002,14,0
Lyndsey,2003,6,0
Lyndsey,2004,5,0
Lyndsey,2005,6,0
Lyndsey,2009,5,0
Lyndsey,2010,7,0
Lyndsey,2012,4,0
Lynette,1996,7,0
Lynette,1997,4,0
Lynette,1998,4,0
Lynette,1999,6,0
Lynette,2000,3,0
Lynette,2001,4,0
Lynette,2002,4,0
Lynette,2004,7,0
Lynette,2005,7,0
Lynette,2006,8,0
Lynette,2009,4,0
Lynette,2012,3,0
Lynk,2010,0,1
Lynn,1996,5,0
Lynn,1997,6,0
Lynn,1998,11,0
Lynn,1999,3,0
Lynn,2000,5,0
Lynn,2001,9,0
Lynn,2002,9,0
Lynn,2003,5,0
Lynn,2004,10,0
Lynn,2005,3,0
Lynn,2006,6,0
Lynn,2007,4,0
Lynn,2008,7,0
Lynn,2009,10,0
Lynn,2010,7,0
Lynn,2012,8,0
Lynne,1996,4,0
Lynne,1998,3,0
Lynne,2004,4,0
Lynne,2006,4,0
Lynne,2008,5,0
Lynne,2010,1,0
Lynne,2011,5,0
Lynnette,1996,3,0
Lynnette,1998,3,0
Lynnette,2010,1,0
Lynsay,1996,3,0
Lynsey,1996,30,0
Lynsey,1997,30,0
Lynsey,1998,8,0
Lynsey,1999,17,0
Lynsey,2000,11,0
Lynsey,2001,8,0
Lynsey,2002,8,0
Lynsey,2003,5,0
Lynsey,2004,4,0
Lynsey,2005,4,0
Lynsey,2009,3,0
Lynsey,2010,6,0
Lynsey,2011,1,0
Lynton,1996,0,4
Lynton,1997,0,3
Lynton,1998,0,4
Lynton,2000,0,3
Lynton,2009,0,1
Lynzi,2009,1,0
Lynzie,2011,1,0
Lyon,1999,0,5
Lyon,2000,0,4
Lyon,2001,0,4
Lyon,2004,0,8
Lyon,2005,0,6
Lyon,2006,0,6
Lyon,2007,0,3
Lyon,2008,0,5
Lyon,2009,0,5
Lyon,2010,0,4
Lyon,2011,0,3
Lyon,2012,0,7
Lyonnie,2009,1,0
Lyotard,2010,0,1
Lyra,1999,3,0
Lyra,2001,5,0
Lyra,2002,8,0
Lyra,2003,10,0
Lyra,2004,18,0
Lyra,2005,36,0
Lyra,2006,41,0
Lyra,2007,41,0
Lyra,2008,76,0
Lyra,2009,157,0
Lyra,2010,128,0
Lyra,2011,152,0
Lyra,2012,204,0
Lyra-rose,2012,3,0
Lyrah,2012,3,0
Lyric,1997,6,0
Lyric,1999,4,0
Lyric,2000,7,0
Lyric,2005,4,0
Lyric,2007,3,0
Lyric,2008,4,3
Lyric,2009,7,5
Lyric,2010,0,5
Lyric,2011,3,0
Lyrrissa,2012,1,0
Lysander,1997,0,4
Lysander,1999,0,3
Lysander,2002,0,3
Lysander,2003,0,8
Lysander,2005,0,6
Lysander,2006,0,8
Lysander,2007,0,6
Lysander,2008,0,4
Lysander,2010,0,9
Lysander,2011,0,10
Lysander,2012,0,9
Lyse,2012,1,0
Lysette,1996,4,0
Lyssa,2001,3,0
Lyssa,2005,3,0
Lyssa,2008,5,0
Lyssa,2012,6,0
Lyssia,2007,3,0
Lyssia,2010,4,0
Lytarra,2010,1,0
Lyubov,2011,3,0
Lyvia,2005,3,0
Lyvia,2006,3,0
Lyvia,2007,3,0
Lyvia,2008,5,0
Lyvia,2009,3,0
Lyvia,2010,6,0
Lyvia,2011,3,0
Lyvia,2012,4,0
Lyza,2006,4,0
Lyza,2011,3,0
M,2004,0,4
M,2008,0,5
M,2011,0,6
M'kai,2012,0,3
M'kyah,2011,0,1
Ma,2009,3,0
Ma'az,2005,0,3
Maab,2006,3,0
Maab,2009,3,0
Maab,2010,4,0
Maahi,2004,3,6
Maahi,2006,7,0
Maahi,2007,11,0
Maahi,2009,5,0
Maahi,2010,14,0
Maahi,2011,10,0
Maahi,2012,8,0
Maahin,2005,0,4
Maahin,2010,1,3
Maahir,2005,0,6
Maahir,2006,0,4
Maahir,2007,0,6
Maahir,2009,0,3
Maahir,2010,0,4
Maahir,2012,0,4
Maahira,2001,3,0
Maahira,2007,4,0
Maahirah,2001,3,0
Maahirah,2004,3,0
Maahirah,2006,4,0
Maahirah,2007,5,0
Maahirah,2008,3,0
Maahirah,2010,5,0
Maahirah,2012,3,0
Maahnoor,2007,3,0
Maahnoor,2009,1,0
Maahnoor,2011,5,0
Maahnoor,2012,5,0
Maahum,2002,3,0
Maahum,2008,3,0
Maaida,2006,3,0
Maaida,2009,4,0
Maaike,2001,3,0
Maaike,2009,3,0
Maali,2009,3,0
